Myprotein Smartshakeâ - Large - Black (800ml),"  What is the Smartshake&trade; Large Shaker?The Smartshake&trade; Large Shaker has a unique design making the bottle compact, yet light offering a versatile shaker that is easy to carry around with you. The Smartshake&trade; Large Shaker also has a snap-on strainer meaning there are no loose parts to the shaker. There is also a unique storage compartment at the bottom of the shaker to store your supplements such as pills, capsules and powders.Benefits of the Smartshake&trade; Large Shaker800ml capacityHigh quality, leak proof shakerScrew-on storage for your pills and powdersBPA and DEHP freeDishwasher, Microwave and Freezer safeWho is the Smartshake&trade; Large Shaker Suitable for?The Smartshake&trade; Large Shaker is ideal for anyone looking for a compact yet light shaker bottle with the extra storage capacity to hold nutritional supplements such as pills or powders, making the bottle convenient when on the go.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Myprotein Smartshakeâ - Lite - Blue - 1 Litre,"  The Myprotein SmartShake&trade; Lite is the latest addition to our extensive range of sports supplement shakers. Standing at an impressive 1 litre capacity this shaker is ideal for those larger weight gain or meal replacement shakes, as well as doubling up as a water bottle keeping you hydrated during those intense training sessions.The concave hexagon shaped grill, unique to SmartShake&trade;, produces a smooth, lump-free shake, whilst the screw-on lid and 'flip-cap' ensure the SmartShake&trade; Lite is leak free.Made from high quality, durable BPA-free plastic, the SmartShake&trade; Lite is suitable for both dishwashers and microwaves.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Myprotein Smartshakeâ - Lite - Black - 1 Litre,"  The Myprotein SmartShake&trade; Lite is the latest addition to our extensive range of sports supplement shakers. Standing at an impressive 1 litre capacity this shaker is ideal for those larger weight gain or meal replacement shakes, as well as doubling up as a water bottle keeping you hydrated during those intense training sessions.The concave hexagon shaped grill, unique to SmartShake&trade;, produces a smooth, lump-free shake, whilst the screw-on lid and 'flip-cap' ensure the SmartShake&trade; Lite is leak free.Made from high quality, durable BPA-free plastic, the SmartShake&trade; Lite is suitable for both dishwashers and microwaves.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Protein Brownie,"  Created with heaps of delicious cocoa powder and baked with sweet chocolate chips, our Protein Brownies are packed with a huge 23g of protein for the ultimate indulgence.These melt-in-your-mouth sensations contain up to 75% less sugar than standard supermarket alternatives, making for a truly guilt-free treat ; anytime of the day. Plus, it comes in two tasty flavours ; Chocolate and White Chocolate.What are the benefits of Protein Brownies?Packed with high-quality protein, which contributes to the growth and maintenance of muscle mass, these chocolatey bites are perfect for satisfying your sweet tooth and getting all the protein you need without dumping the diet.They've also got 31g of carbs, helping to keep you fuelled both before and after working out ; not to mention optimal recovery.*Protein Brownies are also a super-convenient source of protein ; fitting neatly inside your gym bag, in your car, or on your desk at work. Getting a delicious dose of protein couldn't be easier.Want to upgrade the indulgence? Pop in the microwave for 20 seconds for a super-soft, gooey treat that fits within your training schedule.When to enjoy Protein Brownies?Whenever you feel like it! These brownies are perfect for making sure you get the protein intake you need each day, as well as giving you a sweet boost when you fancy it most.Upgrade your gains: how to maximise performanceOur Protein Brownies are tasty and convenient way to get that all-important protein into your diet. But, if you're serious about making gains, start your day off with Impact Whey Isolate. Having undergone an expert purifying process, and boasting over 90% protein and just 1% fat, say hello to one of the purest whey proteins available on the market.* Nutritional information based on White Chocolate Chip Flavour*Our protein brownie has up to 75% less sugar than many leading supermarket competitors*Carbohydrates contribute to the recovery of normal muscle function (contraction) after highly intensive and/or long-lasting physical exercise leading to muscle fatigue and the depletion of glycogen stores in skeletal muscle. This beneficial effect is obtained with the consumption of carbohydrates, from all sources, at a total intake of 4g per kg body weight, at doses, within the first 4 hours, and no later than 6 hours, following highly intensive and/or long-lasting physical exercise leading to muscle fatigue and the depletion of glycogen stores in skeletal muscle.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
My Penne,"  Product does not contain tomato sauce. Image is just a serving suggestion. Please see ingredients for full product breakdown.nMypenne is perfect for anyone looking to lower their carbohydrate intake, without overly restricting meal time options.nWhat are the benefits of Mypenne?nUnlike normal pasta, Mypenne sugar-free and fat-free, making it a great, healthy alternative to make part of your diet. It a great source of fibre, and at only 7 calories per serving, this is a tasty treat you don't have to feel guilty about!nPlus, Mypenne is made from glucomannan (konjac mannan) which has been scientifically proven to contribute to weight-loss,* making this a great support for anyone looking to start shedding pounds.nWhen to enjoy Mypenne?nMypenne simple and easy to whip up ; all you need to do is rinse it under cold water, then cook for a minute in the microwave or 2-3 minutes in a pan. Add to your favourite sauce, salad or stir-fry for a deliciously filling meal.nFor even better results, try it with ;nMy Noodles;; the perfect low-calorie alternative to regular noodles, with zero sugar, less than 0.1g of fat, and made from glucomannan which reduces bodyweight.;n*Glucomannan in the context of an energy-restricted diet contributes to weight-loss (the beneficial effect is obtained with a daily intake of 3g of glucomannan in three doses of 1g each, together with 1-2 glasses of water, before meals). Warning of choking to be given for people with swallowing difficulties or when ingesting."
My Noodles,"  Mynoodles are perfect for anyone looking to keep their carbohydrate intake low. Unlike normal noodles, Mynoodles contain zero sugar and less than 0.1g of fat. At only 7 calories per serving they are a great addition for anyone looking to lose weight. Furthermore, Mynoodles are made from Glucomannan (konjac mannan), scientifically proven to reduce body weight. A Mynoodles serving also provides 3.5g of quality fibre. Mynoodles are a brilliant addition for anyone who is looking to lose weight, without having to drastically alter their eating habits.Mynoodles are very simply and easily cooked. Simply rinse mynoodles under cold water, and then cook for either 1 minute in the microwave, or 2-3 minutes in a pan. Then add them to your favourite sauce, stir fry or salad for a highly satisfying meal.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis. Glucomannan in the context of an energy-restricted diet contributes to weight loss (the beneficial effect is obtained with a daily intake of 3 g of glucomannan in three doses of 1 g each, together with 1-2 glasses of;water, before meals and in the context of an energy-restricted diet).;Warning of choking to be given for people with swallowing difficulties or when ingesting."
My Rice,"  Myrice;is perfect for anyone looking to lower their carbohydrate intake, without overly restricting meal time options.What are the benefits of Myrice?Unlike normal rice, Myrice sugar-free and fat-free, making it a great, healthy alternative to make part of your diet. It a great source of fibre, and at only 7 calories per serving, this is a tasty treat you don't have to feel guilty about!Plus, Myrice;is made from glucomannan (konjac mannan) which has been scientifically proven to contribute to weight-loss,* making this a great support for anyone looking to start shedding pounds.When to enjoy Myrice?Myrice simple and easy to whip up ; all you need to do is rinse it under cold water, then cook for a minute in the microwave or 2-3 minutes in a pan. Add to your favourite sauce, salad or stir-fry for a deliciously filling meal.For even better results, try it with ;My Noodles;; the perfect low-calorie alternative to regular noodles, with zero sugar, less than 0.1g of fat, and made from glucomannan which reduces bodyweight.;*Glucomannan in the context of an energy-restricted diet contributes to weight-loss (the beneficial effect is obtained with a daily intake of 3g of glucomannan in three doses of 1g each, together with 1-2 glasses of water, before meals). Warning of choking to be given for people with swallowing difficulties or when ingesting."
My Fettuccine,"  Myfettuccine;is perfect for anyone looking to lower their carbohydrate intake, without overly restricting meal time options.What are the benefits of Myfettuccine?Unlike normal pasta, Myfettuccine sugar-free and fat-free, making it a great, healthy alternative to make part of your diet. It a great source of fibre, and at only 7 calories per serving, this is a tasty treat you don't have to feel guilty about!Plus, Myfettuccine is made from glucomannan (konjac mannan) which has been scientifically proven to contribute to weight-loss,* making this a great support for anyone looking to start shedding pounds.When to enjoy Myfettuccine?Myfettuccine simple and easy to whip up ; all you need to do is rinse it under cold water, then cook for a minute in the microwave or 2-3 minutes in a pan. Add to your favourite sauce, salad or stir-fry for a deliciously filling meal.For even better results, try it with ;My Noodles;; the perfect low-calorie alternative to regular noodles, with zero sugar, less than 0.1g of fat, and made from glucomannan which reduces bodyweight.;*Glucomannan in the context of an energy-restricted diet contributes to weight-loss (the beneficial effect is obtained with a daily intake of 3g of glucomannan in three doses of 1g each, together with 1-2 glasses of water, before meals). Warning of choking to be given for people with swallowing difficulties or when ingesting."
Protein Crisps (6 x 25g packs),"  Delivering 11g of protein in just 100 calories, these Protein Crisps are the perfect choice when looking for a healthy yet delicious snack. In convenient 25g packs, these are ideal to keep in your bag for whenever you need a protein boost, or to eat at home when you're feeling peckish. With 60% less carbohydrates and fat than standard supermarket crisps, these delightfully moreish Protein Crisps will satisfy your cravings without derailing your diet plans.The protein provided by this product;will contribute to the growth and maintenance of muscle mass. So pick up a box now to ensure you always have a bag at hand.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
VitaFiberâ,"  VitaFiber&trade;is a highly soluble dietary fibre powder, derived from non-genetically modified corn starch. VitaFiber&trade;, an isomalto-oligosaccharide, contains 91% dietary fibre and so is a great way for anyone looking to increase their daily fibre intake.nWith a relative sweetness approximate to 60% of that of sucrose, it is VitaFiber&trade;taste that makes it such a deliciously versatile product. With low sugar and zero fat, VitaFiber&trade;is a guilt free method for adding naturally derived sweetness to a variety of healthy snacks. VitaFiber&trade;can be added to beverages and juices, protein bars and baked goods. With 100% solubility, it can also be used in sauces, dressings and breakfast cereals.nPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Myprotein Smartshakeâ Shaker Slim - Pink,"  The Smartshake&trade; Slim Shaker has a unique design making the bottle compact, yet light offering a versatile shaker that is easy to carry around with you.The shaker has a snap-on strainer, meaning;no loose parts, and;a unique storage compartment at the bottom of the shaker, to store your daily supplements.Features:400ml capacityHigh quality, leak proof shakerScrew-on storage for your pills and powdersBPA and DEHP freeDishwasher, Microwave and Freezer safe"
Myprotein Smartshakeâ Shaker Slim - Purple,"  The Smartshake&trade; Slim Shaker has a unique design making the bottle compact, yet light offering a versatile shaker that is easy to carry around with you.The shaker has a snap-on strainer, meaning;no loose parts, and;a unique storage compartment at the bottom of the shaker, to store your daily supplements.Features:400ml capacityHigh quality, leak proof shakerScrew-on storage for your pills and powdersBPA and DEHP freeDishwasher, Microwave and Freezer safe"
Myprotein Â½ Gallon Hydrator,"  Quench your thirst with our uniquely designed Myprotein &frac12; Gallon Hydrator. It'll help;you stay hydrated during any activity;; whether you're at a gruelling gym class, out hiking or even just at work, this bottle cuts trips to the tap.What are the benefits of Myprotein &frac12; Gallon Hydrator?Made from heavy duty BPA-free plastic, it'll stay strong, no matter your movements.It also has a built-in handle for easy drinking and a leak-free stainless steel cap, secured by a tie to make sure it won't get lost.Let talk dimensionsTotal diameter ; 120mmTotal height ; 240mmTotal capacity ; &frac12; gallon, 1900mlPlease be aware, this hydrator is;not;dishwasher-friendly.For even better results, try it with ;Water Enhancer ;;an excellent source of vitamin C, suitable for vegetarians and vegans, makes hydration easier by offering a variety of exciting flavours.;Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis.;"
Organic Raw Cacao Nibs,"  What are Organic Raw Cacao Nibs?The Cacao Bean is the dried and fully fermented seed of the Theobroma Cacao tree from which cocoa solids and cocoa butter are extracted.The raw beans are selected for the finest quality and fermented to reduce their initial bitterness. After cleaning the dried beans in natural water, they are peeled and their core extracted to be broken into &ldquo;nibs  . The production process employed helps to preserve the nutritional value of the cacao without using additives. Peruvian Cacao Nibs are certified organic by the Soil Association under the code GB-ORG-05.What are The Benefits?Organic Raw Cacao Nibs are a 100% organic, high fibre source of dietary fat with a great chocolate taste.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Protein Flapjack (12 x 80g),"  Ever been tempted to cheat on your diet? These high-protein flapjacks are so deliciously sweet that you'll feel like you have ; but they're actually healthier than your standard supermarket alternative.What are the benefits of Protein Flapjack?Each bar is bursting with 20g of protein and high in carbohydrates from oats, helping increase your daily intake in an instant. They're perfect fuel for a Pilates class or date with the weights.Available in two delicious flavours ; Chocolate Chunk;and Traditional Oat;; and packaged so that even on the go, you can enjoy a pick-me-up.When should you take Protein Flapjack?Whenever and wherever you want. Enjoy at home with a cuppa, at your desk, or straight after a workout."
My Noodles (Sample),"  Mynoodles;is perfect for anyone looking to lower their carbohydrate intake, without overly restricting meal time options.What are the benefits of Mynoodles?Unlike normal pasta, Mynoodles';sugar-free and fat-free, making it a great, healthy alternative to make part of your diet. It a great source of fibre, and at only 7 calories per serving, this is a tasty treat you don't have to feel guilty about!Plus, Mynoodles is made from glucomannan (konjac mannan) which has been scientifically proven to contribute to weight-loss,* making this a great support for anyone looking to start shedding pounds.When to enjoy Mynoodles?Mynoodles' simple and easy to whip up ; all you need to do is rinse it under cold water, then cook for a minute in the microwave or 2-3 minutes in a pan. Add to your favourite sauce, salad or stir-fry for a deliciously filling meal.For even better results, try it with ;Mypenne;; the perfect low-calorie alternative to regular pasta, with zero sugar, less than 0.1g of fat, and made from glucomannan which reduces bodyweight.;*Glucomannan in the context of an energy-restricted diet contributes to weight-loss (the beneficial effect is obtained with a daily intake of 3g of glucomannan in three doses of 1g each, together with 1-2 glasses of water, before meals). Warning of choking to be given for people with swallowing difficulties or when ingesting."
My Spaghetti (Sample),"  Myspaghetti;is perfect for anyone looking to lower their carbohydrate intake, without overly restricting meal time options.What are the benefits of Myspaghetti?Unlike normal pasta, Myspaghetti sugar-free and fat-free, making it a great, healthy alternative to make part of your diet. It a great source of fibre, and at only 7 calories per serving, this is a tasty treat you don't have to feel guilty about!Plus, Myspaghetti;is made from glucomannan (konjac mannan) which has been scientifically proven to contribute to weight-loss,* making this a great support for anyone looking to start shedding pounds.When to enjoy Myspaghetti?Myspaghetti simple and easy to whip up ; all you need to do is rinse it under cold water, then cook for a minute in the microwave or 2-3 minutes in a pan. Add to your favourite sauce, salad or stir-fry for a deliciously filling meal.For even better results, try it with ;My Noodles;; the perfect low-calorie alternative to regular noodles, with zero sugar, less than 0.1g of fat, and made from glucomannan which reduces bodyweight.;*Glucomannan in the context of an energy-restricted diet contributes to weight-loss (the beneficial effect is obtained with a daily intake of 3g of glucomannan in three doses of 1g each, together with 1-2 glasses of water, before meals). Warning of choking to be given for people with swallowing difficulties or when ingesting."
Protein Meal - Chicken Jalfrezi,"  What are Protein Meals?nProtein Meals deliver the quality of home cooked meals, combined with the nutritional profile to support a physically active lifestyle. Ready in just 3 minutes, these delicious meals provide the ultimate convenience for you and your hectic lifestyle.nThis authentic Chicken Jalfrezi is cooked using chopped tomatoes and natural yoghurt. Seasoned with cardamon, coriander, ginger, garlic and red chilli this Chicken Jalfrezi is bursting with flavournBenefits of Protein MealsnThis Chicken Jalfrezi provides 30g of protein which which;contributes to the growth and maintenance of muscle mass. Each meal is also low in fat and sugar providing 8.4g of fat and only 4.2g of sugar per serving. Each meal also provides 9.3g of fibre.nWho are Protein Meals Suitable for?nProtein Meals are perfect for anyone looking for a great tasting, high protein meal, low in fat and sugar. These meals can be prepared in just 3 minutes making them perfect for when you are on the go and looking for a flavoursome meal."
Liquid L-Carnitine Capsules,"  L-Carnitine is created in the body from the amino acids lysine and methionine. These liquid capsules deliver L-carnitine through a novel liquid delivery system, breaking away from the traditional powdered form.Each 2 liquid capsule serving provides 1g of L-carnitine.L-Carnitine is ideal for anyone looking for an easy-to-consume source of L-carnitine that can be taken throughout the day. It is recommended to consume 1 serving of L-Carntine 1-2 times daily with meals for best results. L-Carntine should be taken with a healthy balanced diet.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Myprotein 8 Meal Holdall,"  Fuel your ambition with the new Myprotein Meal Bag - a stylishly functional solution to managing your food requirements on the go. With the ability to store up to 8 well portioned meals, the Myprotein Meal Bag ensures you can stay nourished throughout the day. Designed to keep your food cool, this practically designed bag will give you freedom of mind when selecting your daily meals.Constructed with high quality materials, the Myprotein Meal Bag is designed to endure with you both in the gym and on the go. With an adjustable shoulder strap and ergonomically fashioned rubber handle, this is a truly mobile food management system. The Myprotein Meal Bag comes pre-loaded with ice packs and thermally resistant containers; all you need to do now is cook!Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
MP Selects Snack Box,"  PLEASE NOTE FLAVOURS, PRODUCTS AND SIZES ARE AS SHOWN AND MAY BE SUBSTITUTED WITHOUT NOTICE DEPENDANT ON STOCK LEVELS.nThe days of vending machine trips and guilty snacking are over;; we've got a whole range of tasty high-protein treats for you to try.nWhatever your fitness goals, we know you're going to want that extra hit of protein throughout the day. So, get stuck into these and find your favourite ;ntProtein Brownie ; ChocolatetProtein Brownie ; White ChocolatetOats  ; Whey ; Cherry AlmondtBaked Cookie ; ChocolatetProtein Wafers ; Chocolate HazelnuttMy Bar Zero ; Cookies  ; CreamtHigh Protein Bar ; Vanilla  ; HoneycombtPro Bar Elite ; Caramel HazelnuttHigh Protein Chocolate ; Chocolate MinttVegan Protein Bar - Choc Chip, Nut  ; VanillanWhy choose our snacks?nEach one is packed with protein, which contributes to the growth and maintenance of muscle mass. If you're looking to build muscle or;tone-up, getting your protein intake right is super important ; making these absolutely essential.nPlus, with our sample box, you'll have plenty of great snacks and flavours to choose from.nQuite simply, they're deliciously nutritious alternatives to all your favourite sweet treats. Meaning you don't have to sacrifice everything you love to get the body you want.nSo go on, tuck in!nWhen to enjoy them?nAbsolutely anytime! And they're perfect for on-the-go. Whether at home, in the office, or on the road, keep;your training on track.nPLEASE NOTE FLAVOURS, PRODUCTS AND SIZES ARE AS SHOWN AND MAY BE SUBSTITUTED WITHOUT NOTICE DEPENDANT ON STOCK LEVELS."
MP Selects Protein Box,"  Finding a flavour that right for you can be hard ;nThat why we've put together a Select Box packed with all of our favourites ; giving you a real taste of Impact Whey Protein ; the UK #1 whey protein powder.nWith 10 great choices, you're guaranteed to find the one for you ;ntSalted Caramel (25g sample) x 2tStrawberry Jam Roly Poly (25g sample) x 2tApple Crumble  ; Custard (25g sample) x 2tCookies  ; Cream (25g sample) x 2tBlueberry Cheesecake;(25g sample) x 2tChocolate Brownie (25g sample) x 2tNatural Banana (25g sample) x 2tNatural Chocolate (25g sample) x 2tNatural Vanilla (25g sample) x 2tNatural Strawberry (25g sample) x 2nWhy choose Impact Whey Protein?nMade from premium, whey, each sample delivers an impressive 21g of protein and 3.5g of those all-important BCAAS.nAnd with 1.9g of fat, 1g of carbohydrates, and;103 calories per serving, our Impact Whey Protein is the perfect choice to support all fitness goals ; whether you're an avid cross-fitter or someone just looking to stay active and energised.nThere simply not another protein powder out there that delivers the same outstanding quality and value, so what are you waiting for?nWhen should you use it?nImpact Whey Protein is fast absorbing, so we recommend consuming 30-60 mins post-workout, but it also great for enjoying any time of the day to get the protein hit you need.nAdd to milk or water, or try it out with your favourite smoothies or porridge at breakfast times for a protein-packed treat. Check out The Zone for some meal inspirations ;n*Flavours, products and sizes are as shown, but;may be substituted without notice dependent on;stock levels."
Myprotein Wristband ,"  This wristband is a great way to show your support for the Myprotein brand, featuring the iconic &lsquo;Fuel Your Ambition' slogan to complete the look."
Gluten Free Mini Breadsticks,"  Made with a combination of buckwheat, corn and rice flour, these Gluten Free Mini Breadsticks are the perfect alternative to wheat breadsticks if you are avoiding gluten in your diet.Available in Classic and Rosemary flavours, these breadsticks can be consumed as a tasty snack on their own or with other foods such as soup or a variety of dips.Our Gluten Free Mini Breadsticks are made with extra virgin olive oil, are a source of fibre and are low in sugar.Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Organic Peanut Butter,"  What is Organic Peanut Butter?Made from 100% pure roasted peanuts, Myprotein Organic Peanut Butter is ground into an oily paste that holds an indulgent texture.What are the benefits of Organic Peanut Butter?Organic Peanut Butter is a great source of protein and offers a source of magnesium. Magnesium contributes to ;reduction in;tiredness and fatigue, maintaining normal protein function and muscle synthesis.;The peanuts used in our Organic Peanut Butter are roasted in their natural brown skins before being ground to a delicious texture. Absolutely nothing else is added to the resulting peanut butter, making this a natural and healthy choice free from added salt, sugar and palm oil.Who is Organic Peanut Butter suitable for?Organic Peanut Butter is a great way for vegetarians and vegans to increase their protein intake with 30g of protein per 100g. With sources of Niacin, Biotin, Magnesium and Zinc, Organic Peanut Butter is great for those looking to maintain a healthy diet.How can Organic Peanut Butter be used?Our Organic Peanut butter is an ideal spread to add to snacks such as rice cakes, crackers, wholegrain toast and also to fruits such as apples and bananas. You can also get creative with your protein shakes by adding a spoonful of peanut butter to give that fantastic nutty flavour with all the nutritional benefits. Peanut butter can be consumed at any point in the day, but adding some to your pre-workout snack can provide you with a source of long;lasting energy."
Skinny Cookie,"  Are you a self-confessed sweet-tooth? Don't sweat it, our Skinny Cookies are a truly guilt-free snack that won't fill you with regret ; just protein.What are the benefits of Skinny Cookies?These delicious cookies are so good, you'll hardly believe that they contain an astounding 80% less sugar and 70% less fat than the standard supermarket cookie.Plus, the massive 25g of protein per cookie contributes to the growth in and maintenance of muscle mass, making these perfect before or after workout treats to support your fitness progress.Baked with milk protein, oat flour and a sprinkle of chocolate flavour chips, our Skinny Cookies have an amazing chewy texture and come in three tasty flavours ; Cranberry  ; White Chocolate, Lemon  ; White Chocolate, and Dark Chocolate  ; Berry.When should you enjoy Skinny Cookies?Enjoy your favourite flavour any time you fancy ; they're great for on the go.;For even better results, try it with ;Protein Mug Cake Mix;; our delicious, bake-yourself treat that ready in under a minute, it high in fibre, low in sugar and has a generous 25g of protein per serving.;Please note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis.;"
Myprotein Recovery Ball,"  Product SpecificationWith such hectic lifestyles and regular gruelling workouts, we would all love a massage everyday to stay injury free and loose. However, this is extremely time-consuming and costly. Myprotein Recovery Ball is the perfect tool at an affordable price to self-relieve the several everyday muscle and joint aches you come across almost every day. This self-massage ball has been designed to help relax your muscles and drive myofascial release as well as improve blood flow to the treated area.Special Features- An excellent texture and firmness- Branded with the Myprotein Logo- Compact and portable for home, gym, office and travel use- Exceptional value for moneyBest for Beginners, intermediates and elites Increasing the flexibility in tight and sore muscles Pre workout to increase blood flow to the treated area Post-workout to speed up recovery Everyday self-therapyPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Myprotein Pilates Stretch-Bands,"  Product SpecificationThese branded Myprotein palate stretch-bands are perfectly tailored to train all muscle groups at different resistances. We have designed a light (blue band), medium (grey band) and a heavy (black band) resistance so you can progress from band to band depending on your strength and flexibility. You can tie these bands to exercise machines such as bench press and squat racks as well as using them is isolation to train a host a muscle groups. They are an excellent piece of equipment for stretching and increasing your range of motion, targeting areas that are integral to your chosen sport.Special Features- Made from eco-friendly 100% latex- Supreme resistance- Branded in Myprotein colours and logos- Can be used anywhere, anytimeBest forStretching and increasing range of motionRehabilitation exercisesStrengthening all muscle groupsPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Myprotein Deluxe Skipping Rope,"  Product SpecificationFor a superb addition to your everyday gym and home workouts, Myproteins Deluxe Skipping Rope is the perfect form of aerobic exercise to get your heart pumping! Before your workouts, particularly in combat sports such as boxing, skipping is perfect for getting your body temperature raised, muscle fibres firing, and speed and co-ordination on point so you can get the most out of every session.Special Features- Sealed bearings for a faster, smooth rope spin- Branded with the Myprotein logo- Safe and secure handles for a firm grip- Can be stored in your gym bag or lockerBest forWarming up for all types of exercise workoutsPerfect form of aerobic exercise for combat athletesImproving cardiovascular fitness, speed  ; co-ordinationBeginners, intermediates and elitesPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Mythermo X-Tremeâ,"  Mythermo X-Treme&trade; is our premium weight-management supplement. Incredibly potent, it gives you the alertness and concentration you need to see superior results.*nCreated using a powerful blend of rigorously researched ingredients, Mythermo X-Treme&trade; is an explosive formula of caffeine, essential vitamins and minerals, and popular plant extracts such as Korean ginseng and cayenne powder. Our pioneering formula also includes TeaCrine&reg; and BioPerine&reg;.nWhat are the benefits of Mythermo X-Treme&trade;?nFeaturing Kola nut to support a weight-loss programme*, Mythermo X-Treme&trade; also has a higher caffeine content than our other fat-burner products.nThis makes it your ideal training buddy when pushing through high-intensity workouts.nThis advanced formula also contains a range of vitamins and minerals, which play a key role in various bodily functions. These include reducing tiredness and fatigue* during your workout ; perfect if you're on a calorie-restricted diet ; as well as maintaining blood glucose concentration.*nPut simply, it a great addition to have in your locker to help support your training goals.nMythermo X-Treme&trade;: Ingredient breakdownnCaffeine: Mythermo X-Treme&trade; combines a potent blend of caffeine anhydrous, guarana, and kola nut to deliver 160mg of caffeine per serving, which increases endurance performance.*nTeaCrine&reg;: derived from theacrine, and similar to caffeine, which improves focus and concentration ; giving you a boost when you need it most.*nBioPerine&reg;: derived from the fruit of the black pepper plant, and popular in Chinese traditional therapies. A highly popular ingredient, used by both athletes and casual gym-goers.nChromium: contributes to normal macronutrient metabolism, as well as keeping your blood glucose levels at the right concentration.*nVitamin and mineral blend: contains 3.2g vitamin B6 and 14&micro;g vitamin B12 which both contribute to normal energy-yielding metabolism, and a reduction in tiredness and fatigue.*nL-Tyrosine: a popular pre-workout amino acid and precursor to adrenaline. A great addition to any workout supplement to support your fitness ambition.nWhen should you take Mythermo X-Treme&trade;?nFor maximum benefits, we recommend taking Mythermo X-Treme&trade; around 30 minutes before your workout. Whether you're trying to increase your strength or aiming to complete a run more quickly, our specifically engineered formula will give you that kick-start when you need it most.nUpgrade your gains: how to maximise performancenMythermo X-Treme&trade; is our turbocharged premium fat-burn formula, helping you get in shape and get ripped. To help to maximise your results, why not combine Mythermo X-Treme&trade; with Thewhey&trade;?nThewhey&trade; is our ultra-premium whey protein, crafted using the finest ingredients to promote muscle growth and maintenance*, with over 25g per serving.nMyrange: Engineered for High PerformancenSpecially developed and scientifically proven to boost your performance. Fuel for superior results, Myrange is the winning formula. Developed with pioneering formulations and best-in-class production, it delivers the highest-quality nutritional content.n* Caffeine contributes to an increase in endurance performancen* Caffeine is proven to increase alertness and improve concentration.n* Cola nitida helps to support in weight loss programmes.n* Vitamin B6 contributes to normal protein and glycogen metabolism. Vitamin B6 contributes to the reduction of tiredness and fatigue.n* Vitamin B12 contributes to normal energy-yielding metabolism. Vitamin B12 contributes to the reduction of tiredness and fatigue.n* Chromium contributes to normal macronutrient metabolism. Chromium contributes to the maintenance of normal blood glucose levelsn* Protein contributes to the growth and maintenance of muscle massn;n;"
